,TIPO DE CARTÃO,ENTIDADE VINCULADA,UNIDADE GESTORA,NOME PORTADOR,DATA TRANSAÇÃO,MES,ANO,VALOR
124,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,12/10/2019,11,2019,130.03
125,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,28/09/2019,11,2019,130.38
126,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,25/07/2019,8,2019,130.38
127,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,14/07/2019,8,2019,131.72
128,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,22/10/2019,11,2019,132.04
129,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,01/09/2019,10,2019,134.03
130,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,02/08/2019,9,2019,135.0
131,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,07/02/2019,3,2019,135.0
132,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,21/06/2019,7,2019,135.01
133,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,01/07/2019,8,2019,135.35
134,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,21/01/2019,2,2019,139.0
135,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,25/10/2019,11,2019,139.12
136,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,12/11/2019,12,2019,140.0
137,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,06/06/2019,7,2019,140.0
138,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110746 - INTERVENCAO FEDERAL RIO DE JANEIRO,ELVANDIR MACHADO TAUGEN,05/06/2019,7,2019,140.0
139,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,20/12/2018,1,2019,140.0
140,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,09/02/2019,3,2019,141.09
141,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,21/04/2019,5,2019,142.03
142,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,18/05/2019,6,2019,143.34
143,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,22/10/2019,11,2019,144.0
144,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,20/10/2019,11,2019,144.04
145,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,11/09/2019,10,2019,144.55
146,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,15/10/2019,11,2019,145.6
147,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,27/09/2019,11,2019,145.8
148,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,21/09/2019,10,2019,148.0
149,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,01/05/2019,6,2019,148.57
150,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,10/03/2019,4,2019,148.88
151,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,30/09/2019,11,2019,149.0
152,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,27/02/2019,4,2019,150.0
153,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,JAITON CARDOSO DOS SANTOS,11/08/2019,9,2019,150.0
154,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,06/08/2019,9,2019,150.0
155,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,JAITON CARDOSO DOS SANTOS,29/04/2019,6,2019,150.0
156,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,15/05/2019,6,2019,150.02
157,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,02/11/2019,12,2019,150.34
158,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,17/04/2019,5,2019,150.8
159,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,14/08/2019,9,2019,150.8
160,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,02/10/2019,11,2019,151.26
161,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,THIAGO RAMOS DE SOUZA,04/04/2019,5,2019,152.0
162,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,22/07/2019,8,2019,152.0
163,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,03/07/2019,8,2019,152.13
164,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,17/07/2019,8,2019,152.18
165,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,27/05/2019,6,2019,153.09
166,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,30/09/2019,11,2019,153.52
167,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,26/07/2019,8,2019,155.0
168,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,THIAGO RAMOS DE SOUZA,24/05/2019,6,2019,155.0
169,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,12/12/2018,1,2019,155.01
170,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,08/06/2019,7,2019,155.77
171,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,11/10/2019,11,2019,159.13
172,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,17/09/2019,10,2019,160.03
173,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,25/04/2019,5,2019,160.32
174,Cartão de Pagamento de Compras Centralizadas - CPCC,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NAO SE APLICA,25/04/2019,5,2019,160.42
175,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,30/08/2019,10,2019,160.75
176,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,12/02/2019,3,2019,161.06
177,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,03/05/2019,6,2019,162.02
178,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,14/07/2019,8,2019,162.44
179,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,15/08/2019,9,2019,162.54
180,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,17/07/2019,8,2019,163.67
181,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,13/05/2019,6,2019,164.02
182,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,07/08/2019,9,2019,165.43
183,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,24/09/2019,10,2019,166.13
184,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,22/05/2019,6,2019,166.97
185,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,22/10/2019,11,2019,167.44
186,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,08/11/2019,12,2019,167.8
187,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,28/02/2019,4,2019,168.23
188,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,25/03/2019,4,2019,169.47
189,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,18/08/2019,9,2019,169.7
190,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,02/12/2018,1,2019,169.74
191,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,11/07/2019,8,2019,170.07
192,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,17/04/2019,5,2019,170.23
193,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,WALDEVAN BATISTA DE LIMA,18/10/2019,11,2019,170.65
194,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,23/05/2019,6,2019,170.89
195,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,07/04/2019,5,2019,171.25
196,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,06/11/2019,12,2019,172.13
197,Cartão de Pagamento do Governo Federal - CPGF,60000 - Gabinete da Vice-Presidência da República,110101 - GABINETE DA VICE-PRESIDENCIA DA REPUBLICA,NILO DA LUZ GUTEMBERG,13/08/2019,9,2019,173.7
198,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,09/09/2019,10,2019,174.02
199,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,09/06/2019,7,2019,174.5
200,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,18/02/2019,3,2019,176.36
201,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,04/05/2019,6,2019,177.04
202,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,05/04/2019,5,2019,177.12
203,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,21/08/2019,9,2019,178.0
204,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,13/07/2019,8,2019,178.12
205,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,12/08/2019,9,2019,178.63
206,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,07/07/2019,8,2019,178.99
207,Cartão de Pagamento do Governo Federal - CPGF,20116 - Fundo de Imprensa Nacional,110245 - FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.,ERIVALDO NUNES SILVA,27/02/2019,4,2019,180.0
208,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,28/04/2019,6,2019,180.02
209,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,30/11/2018,1,2019,180.06
210,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,29/08/2019,10,2019,180.07
211,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,01/07/2019,8,2019,181.59
212,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,13/09/2019,10,2019,182.03
213,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,JAITON CARDOSO DOS SANTOS,24/05/2019,6,2019,182.45
214,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,25/04/2019,5,2019,182.91
215,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,03/08/2019,9,2019,183.22
216,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,16/06/2019,7,2019,183.71
217,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,14/07/2019,8,2019,184.0
218,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,02/07/2019,8,2019,185.59
219,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,MARIA LUCIA DE JESUS SILVA,22/10/2019,11,2019,186.0
220,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,25/10/2019,11,2019,187.09
221,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,16/04/2019,5,2019,187.78
222,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,12/07/2019,8,2019,188.51
223,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,24/05/2019,6,2019,188.7
224,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,EDUARDO MAXIMIANO SACILLOTTO FILHO,20/06/2019,7,2019,189.51
225,Cartão de Pagamento do Governo Federal - CPGF,24208 - Instituto Nacional de Tecnologia da Informação,243001 - INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,JORGE LUIS RODRIGUES,05/07/2019,8,2019,190.0
226,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,07/04/2019,5,2019,190.0
227,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,28/05/2019,6,2019,190.03
228,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,14/07/2019,8,2019,190.18
229,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,22/06/2019,7,2019,190.22
230,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,30/03/2019,5,2019,190.45
231,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,31/03/2019,5,2019,190.66
232,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,12/03/2019,4,2019,190.95
233,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,LEANDRO AUGUSTO ANDERSON,05/11/2019,12,2019,190.96
234,Cartão de Pagamento do Governo Federal - CPGF,20101 - Presidência da República,110001 - SECRETARIA ESPECIAL DE ADMINISTRACAO/PR,RONALDO DA SILVA FERNANDES,15/09/2019,10,2019,191.79
